,object_number,url,valid_link,image_link,seen
7251,PC 20120202,https://opencontext.org/subjects/d6d96307-8da4-4a16-bc5c-c631485abdc4,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120202Back.jpg,True
7252,PC 20120204,https://opencontext.org/subjects/071a28b7-1fba-46d9-b0cb-ae755bf1797e,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120204Back.jpg,True
7253,PC 20120206,https://opencontext.org/subjects/6a038092-1199-4c1d-a85f-500057732e9b,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120206Front.jpg,True
7254,PC 20120211,https://opencontext.org/subjects/4f093ae9-2a44-4dc3-865f-9aeb28c73bcd,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120211BACK.jpg,True
7255,PC 20120218,https://opencontext.org/subjects/e1997cb9-1936-4e81-925e-06e3017760a8,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20120218ASSOCIATEDPIECES.jpg,True
7256,PC 20120219,https://opencontext.org/subjects/c6448371-585c-4a94-838a-5f83b1a4e1d0,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120219Back.jpg,True
7257,PC 20120220,https://opencontext.org/subjects/5e435fbe-d773-4ccd-bd23-33b7b1cb11f1,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120220Back.jpg,True
7258,PC 20120226,https://opencontext.org/subjects/1a9f643e-33e5-42d3-81ff-14f9093945da,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120226Back.jpg,True
7259,PC 20120229,https://opencontext.org/subjects/a157f69a-f0fa-46e4-8ca0-033c526b97c6,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120229BOTTOM.jpg,True
7260,PC 20120234,https://opencontext.org/subjects/5487f7cf-f8fe-474d-8aff-a6fcc612cba7,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120234AssociatedFragments.jpg,True
7261,PC 20120235,https://opencontext.org/subjects/1e3844ad-3076-48a3-9ad0-5eda8da3a83b,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120235Back.jpg,True
7262,PC 20120002,https://opencontext.org/subjects/75489b73-06ac-42e7-bb1e-a7767216f585,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120002Back.jpg,True
7263,PC 20120003,https://opencontext.org/subjects/ffac5276-fd94-42bc-9608-647770b0f5f1,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120003BACK.jpg,True
7264,PC 20120004,https://opencontext.org/subjects/7faed857-f0cc-4954-b00b-d9c2a8f20706,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120004BACK.jpg,True
7265,PC 20120008,https://opencontext.org/subjects/eb2a2a16-d7aa-46eb-9bbd-6de68bf6a98e,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120008BACK.jpg,True
7266,PC 20120009,https://opencontext.org/subjects/3899fecd-9953-4fa5-89f3-7c9d6ee0a098,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120009Back.jpg,True
7267,PC 20120011,https://opencontext.org/subjects/4ed41455-67a8-4f7a-9089-857121e83ad0,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120011Back.jpg,True
7268,PC 20120021,https://opencontext.org/subjects/16930e4e-dd0e-4a02-92b8-084c9b30a923,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120021BACK.jpg,True
7269,PC 20120022,https://opencontext.org/subjects/12df4dd3-d8d4-4cc1-8d6b-d1982001fcdc,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120022BACK.jpg,True
7270,PC 20120023,https://opencontext.org/subjects/c34cca2d-1809-426e-b621-9b5daac74227,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120023BACK.jpg,True
7271,PC 20120025,https://opencontext.org/subjects/df121a20-fe67-4b7a-92ea-ce91966e6c8e,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120025A.jpg,True
7272,PC 20120026,https://opencontext.org/subjects/0c656473-048f-49c2-bc79-f0bf65b0b81f,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120026BACK.jpg,True
7273,PC 20120029,https://opencontext.org/subjects/17a65ec9-19d2-4752-80b2-1bfc9465de12,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120029Back.jpg,True
7274,PC 20120032,https://opencontext.org/subjects/ce936ecc-8626-43cd-ab9a-ea97ff3b0a75,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120032Back.jpg,True
7275,PC 20120033,https://opencontext.org/subjects/a9bf0061-b0df-4d12-983d-8811c842b7d9,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120033Back.jpg,True
7276,PC 20120034,https://opencontext.org/subjects/a40defe4-9e61-4720-9c80-070fe464d161,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120034Back.jpg,True
7277,PC 20120053,https://opencontext.org/subjects/b89a5955-142e-4bf2-a7d7-3aff6d855cc3,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120053BACK.jpg,True
7278,PC 20120056,https://opencontext.org/subjects/8e80c9c1-b4a0-4e7a-934f-800c017aac90,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120056BOTTOM.jpg,True
7279,PC 20120070,https://opencontext.org/subjects/d7ecdf40-7481-4f7b-9147-c87da95c371d,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120070BACK.jpg,True
7280,PC 20120071,https://opencontext.org/subjects/8b7dda1d-07d0-49ab-b3d3-11e3b6213a11,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120071BACK.jpg,True
7281,PC 20120107,https://opencontext.org/subjects/923dfebf-d1c5-4c99-bd2f-9f6b9374d35f,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120107PROFILE.jpg,True
7282,PC 20120109,https://opencontext.org/subjects/84e1615e-0f56-4a22-ba58-796f27808538,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120109Back.jpg,True
7283,PC 20120110,https://opencontext.org/subjects/0aa1a4ef-b569-4249-9dec-379085508585,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120110Back.jpg,True
7284,PC 20120112,https://opencontext.org/subjects/2a53b56f-9550-4585-b6fd-8d887b783d81,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120112Back.jpg,True
7285,PC 20120115,https://opencontext.org/subjects/e020b3a6-52dd-437a-983f-dffeefce8974,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120115PROFILE.jpg,True
7286,PC 20120143,https://opencontext.org/subjects/aa7d379f-5328-4d5e-b87c-c6c85f31b05a,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120143BACK.jpg,True
7287,PC 20120175,https://opencontext.org/subjects/09726834-cbba-499c-858b-d569a9830ea6,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120175BOTTOM.jpg,True
7288,PC 20120176,https://opencontext.org/subjects/68f0069b-ba61-4a2e-9e02-d1ce34401f18,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120176BACK.jpg,True
7289,PC 20120177,https://opencontext.org/subjects/e2195ec6-43e3-4e02-bc56-b04f7f14364d,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120177BACK.jpg,True
7290,PC 20120178,https://opencontext.org/subjects/da64970f-6af4-4b97-86d0-62f9fa9806b4,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120178BACK.jpg,True
7291,PC 20120183,https://opencontext.org/subjects/5e3b6922-bf70-4fd0-959e-9976f1e667b6,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120183BACK.jpg,True
7292,PC 20120207,https://opencontext.org/subjects/bb89fecf-54d6-465d-aa1c-44f56fd9603e,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120207BACK.jpg,True
7293,PC 20120223,https://opencontext.org/subjects/0f4aa5c8-c357-45ba-be94-c64b183feb10,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120223BACK.jpg,True
7294,PC 20120232,https://opencontext.org/subjects/72caa325-ddfc-453f-a8ff-011a5332d2c2,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120232Back.jpg,True
7295,PC 20120233,https://opencontext.org/subjects/6a69526a-5ecc-4127-9e14-cd1368a9652c,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120233Back.jpg,True
7296,PC 20120001,https://opencontext.org/subjects/c4334295-64bc-47b8-17f4-b87a4e6877fe,True,,True
7297,PC 20120010,https://opencontext.org/subjects/597c7fbf-3803-408b-ab5b-fac9d73c1c1e,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120010Bottom.jpg,True
7298,PC 20120016,https://opencontext.org/subjects/4f141240-84f4-4cef-98f6-10662c711d9a,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120016Front.jpg,True
7299,PC 20120041,https://opencontext.org/subjects/9b36076b-a9ba-4b63-bdf1-81a2c980145a,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120041BACK.jpg,True
7300,PC 20120057,https://opencontext.org/subjects/7ba046fe-6c12-4783-8cbe-4e48f8491c3d,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120057BACK.jpg,True
7301,PC 20120074,https://opencontext.org/subjects/c83e3c3e-deda-4043-a1d9-a6dd7067f57d,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120074Bottom.jpg,True
7302,PC 20120076,https://opencontext.org/subjects/d0cd2e0a-7619-4c5b-ac50-02a7fb66d520,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120076BASE.jpg,True
7303,PC 20120083,https://opencontext.org/subjects/a2a57183-a200-474b-ab56-7c630f970e97,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120083BACK.jpg,True
7304,PC 20120086,https://opencontext.org/subjects/cc59f302-c622-46c3-880b-3ec1534ba5c0,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120086Back.jpg,True
7305,PC 20120090,https://opencontext.org/subjects/04eb62fe-82d2-459f-9dd2-cbe651d85992,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120090PROFILE.jpg,True
7306,PC 20120093,https://opencontext.org/subjects/51894f0e-ad9c-4005-8cba-f2f9b19ab8f3,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120093Bottom.jpg,True
7307,PC 20120095,https://opencontext.org/subjects/1550e387-128a-4c8e-9f8d-e5be2cf59f28,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120095BACK.jpg,True
7308,PC 20120106,https://opencontext.org/subjects/d42333f5-e0dc-4184-a44f-804a1f350574,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120106a.jpg,True
7309,PC 20120116,https://opencontext.org/subjects/5298cacf-ab3b-4cb3-9603-18de78d6f20b,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120116Back.jpg,True
7310,PC 20120118,https://opencontext.org/subjects/2b4fb248-dab6-4618-b482-6f7537c5e912,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120118BACK.jpg,True
7311,PC 20120127,https://opencontext.org/subjects/b6fa4d62-3128-4d2a-99ca-c2a63a0f16c5,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120127a.jpg,True
7312,PC 20120130,https://opencontext.org/subjects/6b5e64ba-3aee-48d4-905d-e04b75da98a4,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120130BACK.jpg,True
7313,PC 20120132,https://opencontext.org/subjects/0fadd439-c39b-40f7-be91-d7a84927690f,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120132Bottom.jpg,True
7314,PC 20120133,https://opencontext.org/subjects/d1ce8ed1-710f-415b-a95c-091047fc79e6,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120133Back.jpg,True
7315,PC 20120134,https://opencontext.org/subjects/839341ca-b425-4de3-8d68-82f5b47cf01a,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120134BACK.jpg,True
7316,PC 20120151,https://opencontext.org/subjects/222b27bf-a324-4733-ad89-ff457aa70eb6,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120151Back.jpg,True
7317,PC 20120157,https://opencontext.org/subjects/f5f33e8d-e374-46b9-99fd-06e503f5fcb0,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120157BACK.jpg,True
7318,PC 20120168,https://opencontext.org/subjects/3128be5f-a88d-4325-b6e8-3ba2d17ca55d,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120168Bottom.jpg,True
7319,PC 20120170,https://opencontext.org/subjects/a66ea467-d98b-47e8-ae1e-42b9b58ee698,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120170Bottom.jpg,True
7320,PC 20120173,https://opencontext.org/subjects/bdade121-d068-43f0-8153-55042380cfda,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120173a.jpg,True
7321,PC 20120180,https://opencontext.org/subjects/6786236e-eea5-4ec2-a40d-0af31a5dff8b,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120180Bottom.jpg,True
7322,PC 20120182,https://opencontext.org/subjects/d0ef1138-8c78-45a9-a2d3-eb5147e2178c,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120182Bottom.jpg,True
7323,PC 20120191,https://opencontext.org/subjects/767aa0fd-94cc-473e-bb70-23286a6be3c0,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120191Bottom.jpg,True
7324,PC 20120205,https://opencontext.org/subjects/fd1b4162-d671-4a60-9bc7-de47ceef78b4,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120205BACK.jpg,True
7325,PC 20120208,https://opencontext.org/subjects/d409b1fd-d246-457d-bb42-6ad6da4e00c0,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120208Back.jpg,True
7326,PC 20120212,https://opencontext.org/subjects/00f2594a-c8f1-4908-890d-57c2be47d661,True,,True
7327,PC 20120217,https://opencontext.org/subjects/d51c5a0d-7e29-4c3b-8e45-33288888a828,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120217BACK.jpg,True
7328,PC 20120224,https://opencontext.org/subjects/fdaae620-0219-4931-85e0-d705369b1b12,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20120224BOTTOM.jpg,True
7329,PC 20130003,https://opencontext.org/subjects/3e6c2281-9afa-4f31-a13c-44b0fe99f415,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130003.jpg,True
7330,PC 20130059,https://opencontext.org/subjects/d0addadb-5445-46fe-97e5-bd18d24fa77b,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130059.jpg,True
7331,PC 20130074,https://opencontext.org/subjects/1061f4dc-7afd-4da5-98f0-7c8b0aef5c83,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130074.jpg,True
7332,PC 20130125,https://opencontext.org/subjects/9eaba4ca-7bd1-4c1b-b215-80d3a30d83ae,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130125.jpg,True
7333,PC 20130198,https://opencontext.org/subjects/7d698911-70d0-44be-859b-94f4da0a0666,True,,True
7334,PC 20130203,https://opencontext.org/subjects/b42381c3-6461-444a-be73-2f0e93e65ed2,True,,True
7335,PC 20130221,https://opencontext.org/subjects/070eda0f-bf53-4105-ba26-e6372c206cc7,True,,True
7336,PC 20130222,https://opencontext.org/subjects/f6a0d81c-7c2b-403e-88e7-3ed59470b8ec,True,,True
7337,PC 20130225,https://opencontext.org/subjects/5281bb60-53c2-4e29-84e2-ab22939cf2ee,True,,True
7338,PC 20130228,https://opencontext.org/subjects/217c49cf-606f-4f43-8d28-9129b5abdbfb,True,,True
7339,PC 20130229,https://opencontext.org/subjects/842e2359-f90e-4c25-b6ab-eea171b9743f,True,,True
7340,PC 20130233,https://opencontext.org/subjects/7247dc67-c9e3-4174-b7a0-cc38bf70ed54,True,,True
7341,PC 20130238,https://opencontext.org/subjects/3c37868c-cc05-4c09-896c-ce85ed3bd7c5,True,,True
7342,PC 20130239,https://opencontext.org/subjects/39b9d0a4-384b-4a2f-bdb7-f3ae3a8b5482,True,,True
7343,PC 20130241,https://opencontext.org/subjects/4396c41d-2298-4395-8157-77577ac05797,True,,True
7344,PC 20130243,https://opencontext.org/subjects/df933687-32b2-4c72-8a35-468ba1f3d25e,True,,True
7345,PC 20130244,https://opencontext.org/subjects/0435d695-c2c7-4dba-973e-22f1fa498a9e,True,,True
7346,PC 20130245,https://opencontext.org/subjects/cc9e77cc-0f3b-436a-b3b0-cf22d38ecd10,True,,True
7347,PC 20130247,https://opencontext.org/subjects/538ee8bb-142a-4a59-a9ed-f3b94c4ec194,True,,True
7348,PC 20130248,https://opencontext.org/subjects/00f0c022-c11c-435b-b12c-473963d27a58,True,,True
7349,PC 20130250,https://opencontext.org/subjects/fbd25f36-04b4-40fb-a9b0-dac436344d15,True,,True
7350,PC 20130251,https://opencontext.org/subjects/58561712-31ae-4bb5-9c05-a42733f52c33,True,,True
7351,PC 20130252,https://opencontext.org/subjects/c0f1a1bf-fc13-4b59-becc-82dace15e7a2,True,,True
7352,PC 20130253,https://opencontext.org/subjects/b1f7c0ae-ca38-4772-b397-0c22bccc6bb0,True,,True
7353,PC 20130255,https://opencontext.org/subjects/80fde9cc-dd56-4113-9a65-d2d3b9ccf7de,True,,True
7354,PC 20130256,https://opencontext.org/subjects/5e0a74bb-f174-45d3-bc4f-f0b0adbd4309,True,,True
7355,PC 20130258,https://opencontext.org/subjects/939f07e6-804d-474c-bcb8-dad0f2ca55f7,True,,True
7356,PC 20130261,https://opencontext.org/subjects/5ef1227b-fcb2-4420-b43e-b3081c9eb7b3,True,,True
7357,PC 20130004,https://opencontext.org/subjects/cc0f3bcc-6d4d-473c-be24-85fdc6023981,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130004.jpg,True
7358,PC 20130018,https://opencontext.org/subjects/cc0f3bcc-6d4d-473c-be24-85fdc6023981,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130004.jpg,True
7359,PC 20130023,https://opencontext.org/subjects/6d31a4bd-37ec-45e7-9174-77f3174e447f,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130023.jpg,True
7360,PC 20130029,https://opencontext.org/subjects/9717febb-ec11-4762-a8e0-3146418e450b,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130029.jpg,True
7361,PC 20130039,https://opencontext.org/subjects/2c700557-2185-4672-850e-10c5a86d022d,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130039.jpg,True
7362,PC 20130044,https://opencontext.org/subjects/11ac3345-fa55-42f9-950b-44f16ff5ea2e,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130044.jpg,True
7363,PC 20130046,https://opencontext.org/subjects/911ae4e7-4d4e-4def-8084-b48ed16b439a,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130046.jpg,True
7364,PC 20130047,https://opencontext.org/subjects/25d8f50e-d1de-4e66-8c4a-e327c71ee624,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130047.jpg,True
7365,PC 20130048,https://opencontext.org/subjects/a557d4b3-0023-41a9-bbba-0e89113a6dc3,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130048-1.jpg,True
7366,PC 20130052,https://opencontext.org/subjects/0ccc6606-8301-4d81-bccb-b3c0623935c5,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130052.jpg,True
7367,PC 20130053,https://opencontext.org/subjects/ee4b6791-778c-4852-9350-e3dee3bceb7a,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130053.jpg,True
7368,PC 20130056,https://opencontext.org/subjects/05c22ac9-1487-490b-a636-27c9aaa0cb69,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130056.jpg,True
7369,PC 20130067,https://opencontext.org/subjects/b941ef5a-9f01-4f7d-a685-faa0041177da,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130067.jpg,True
7370,PC 20130077,https://opencontext.org/subjects/1a66489f-88d4-4f4a-a610-6403a30a329e,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130077.jpg,True
7371,PC 20130084,https://opencontext.org/subjects/64057d09-af20-401a-b4cd-a7008a251a8c,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130084.jpg,True
7372,PC 20130090,https://opencontext.org/subjects/5af57fd7-d682-4b7b-91ec-69a21c3e1c54,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130090.jpg,True
7373,PC 20130109,https://opencontext.org/subjects/9ff0a0ff-7815-4f3b-8b16-320dbd1d064d,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130109.jpg,True
7374,PC 20130111,https://opencontext.org/subjects/c160edec-2773-4cbd-b3ef-658e65b223e3,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130111.jpg,True
7375,PC 20130112,https://opencontext.org/subjects/d84dae80-c567-452b-bc6f-c42463bf209e,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130112.jpg,True
7376,PC 20130116,https://opencontext.org/subjects/34ef157d-ba3a-433c-acdb-b2f57a346133,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130116.jpg,True
7377,PC 20130118,https://opencontext.org/subjects/34fcc262-5c4e-428d-9fd6-376f352048d2,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130118.jpg,True
7378,PC 20130119,https://opencontext.org/subjects/a70d76f4-a5b7-4b3f-a0d9-4a17a0cc0add,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130119.jpg,True
7379,PC 20130120,https://opencontext.org/subjects/924887ad-7936-446d-b0e0-9ba9574cf499,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017/thumbs/20130120.jpg,True
7380,PC 20130121,https://opencontext.org/subjects/759479d0-3c32-41de-9665-439b6c8167ca,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130121.jpg,True
7381,PC 20130126,https://opencontext.org/subjects/1d49cd44-88c3-47e9-bff7-4218bf46e7b5,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130126.jpg,True
7382,PC 20130128,https://opencontext.org/subjects/60754f99-fdd0-4278-ba56-8d918cc33c3c,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130128.jpg,True
7383,PC 20130132,https://opencontext.org/subjects/be074d3d-2050-402a-96bf-76c27e2136ef,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130132.jpg,True
7384,PC 20130133,https://opencontext.org/subjects/76dcfc92-477c-48eb-a502-aab8b4f8f45c,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130133.jpg,True
7385,PC 20130135,https://opencontext.org/subjects/6de7b5a0-5d25-40b6-aca1-31d3003a5ee7,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130135.jpg,True
7386,PC 20130138,https://opencontext.org/subjects/110564bd-984f-40a2-b868-db945f9669da,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130138.jpg,True
7387,PC 20130142,https://opencontext.org/subjects/67adecb0-728d-4e3f-afa7-8a63c6d77abe,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130142.jpg,True
7388,PC 20130143,https://opencontext.org/subjects/6145073c-ae9b-445f-bedf-11fb4f8c4afd,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130143.jpg,True
7389,PC 20130231,https://opencontext.org/subjects/86a3a9aa-b3ad-4e53-a411-3885ea2433a8,True,,True
7390,PC 20130001,https://opencontext.org/subjects/64242289-ef8e-4041-890f-a768a0975d62,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130001.jpg,True
7391,PC 20130002,https://opencontext.org/subjects/50a0d81f-d945-4dac-a566-681a3021915c,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130002.jpg,True
7392,PC 20130010,https://opencontext.org/subjects/12cb7cf6-e937-4dc0-9382-d9a22c409a54,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130010.jpg,True
7393,PC 20130014,https://opencontext.org/subjects/1188d7b3-8fd4-4707-a8c9-86417c73eb7e,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130014.jpg,True
7394,PC 20130015,https://opencontext.org/subjects/bc07fcc7-59d9-4d9a-8442-04ae808f1aaa,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130015.jpg,True
7395,PC 20130028,https://opencontext.org/subjects/d7be233b-0a08-4e0d-ae26-e6b9ed2c7e06,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130028.jpg,True
7396,PC 20130032,https://opencontext.org/subjects/52c88a4c-7147-4c16-99ac-9b97f51bbd3d,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130032.jpg,True
7397,PC 20130042,https://opencontext.org/subjects/6d829219-c87e-455e-9f25-d70d2d46bb4c,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130042.jpg,True
7398,PC 20130049,https://opencontext.org/subjects/c087aff3-2832-4e47-93da-f09b2999774d,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130049.jpg,True
7399,PC 20130060,https://opencontext.org/subjects/c24ac5c1-64ad-48a8-bdb5-d7de7ac792c8,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130060.jpg,True
7400,PC 20130064,https://opencontext.org/subjects/fd4d2551-8806-477a-9e83-6b9b7f2c01e1,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130064.jpg,True
7401,PC 20130065,https://opencontext.org/subjects/c0789dd6-24d6-4f6d-a954-d8544f42015f,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130065.jpg,True
7402,PC 20130071,https://opencontext.org/subjects/18e0178a-889b-49fd-afee-58b92aeca341,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130071.jpg,True
7403,PC 20130078,https://opencontext.org/subjects/2cf57124-380c-4927-b5d8-0c1490498d41,True,https://artiraq.org/static/opencontext/poggio-civitate/to-2017-b/thumbs/20130078.jpg,True
